particle_id,frame_num,particle_num,time_stamp_s,ecd_um,area_pixels,perimeter,circularity,intensity_mean,intensity_std,intensity_min,intensity_max,max_feret_diam_um,aspect_ratio,x_left,x_right,y_top,y_bottom,edge_particle,experiment,step,type
24117,28,3,2.948,20.375,316,67.7,0.93,285.06,273.69,0,798,19.375,1,746,765,250,269,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24119,28,5,2.948,15.875,218,56.87,0.92,350.58,276.51,30,799,15.125,0.96,67,83,370,386,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24120,28,6,2.948,34.375,734,102.67,0.94,201.31,263.1,0,799,33.625,0.98,940,970,371,400,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24124,29,1,3.057,16.125,227,61.36,0.87,367.15,274.76,30,799,16.125,0.94,1019,1036,362,378,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24125,29,2,3.057,15.625,214,58.94,0.88,333.08,273.94,22,800,15.125,0.98,341,357,516,532,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24127,30,1,3.166,16.875,240,62.28,0.88,367.3,281.9,34,800,17.875,0.91,46,63,262,278,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24128,30,2,3.166,37.375,843,108.91,0.95,176.43,251.29,0,799,36.375,0.99,849,881,270,301,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24130,30,4,3.166,24.875,433,79.94,0.92,262.65,282.96,0,800,24.875,0.96,481,503,917,940,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24137,32,3,3.385,18.125,263,61.46,0.94,295.85,273.09,17,798,17.375,0.98,267,284,336,353,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24145,34,4,3.603,15.625,217,62.11,0.84,400.73,281.87,39,800,17.875,0.85,1065,1081,841,857,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24146,34,5,3.603,42.625,1049,126.88,0.9,190.26,265.41,0,800,41.875,0.97,1043,1079,870,906,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24148,34,7,3.603,29.375,562,102.33,0.82,305.37,303,3,801,31.875,0.83,115,143,931,957,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24149,34,8,3.603,40.625,971,167.41,0.66,286.92,313.16,0,806,45.875,0.8,1116,1153,976,1012,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24150,35,1,3.712,20.375,314,69.53,0.9,317.12,281.57,19,799,19.875,0.95,131,151,103,122,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24154,35,5,3.712,21.375,341,70.53,0.93,258.79,273.24,0,800,20.625,0.99,647,667,586,606,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24155,36,1,3.821,20.625,319,67.7,0.94,286.91,275.58,3,797,19.875,0.98,518,537,83,102,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24157,36,3,3.821,14.125,188,53.28,0.91,369.71,274.98,34,799,13.625,0.95,96,111,434,449,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24158,36,4,3.821,10.875,135,46.21,0.89,460.35,256.02,79,800,10.875,0.95,1182,1195,682,694,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24160,37,1,3.931,22.875,379,74.53,0.93,264.22,275.66,0,800,22.125,0.97,241,262,201,222,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24164,37,5,3.931,15.375,210,55.46,0.93,341.89,274.15,26,797,14.625,0.97,341,356,380,396,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24165,37,6,3.931,32.125,653,97.25,0.93,191.1,257.22,0,798,31.125,0.99,359,387,633,661,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24168,38,2,4.04,26.125,468,82.18,0.93,247.59,276.63,1,800,25.125,0.99,120,143,253,277,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24172,38,6,4.04,21.875,351,71.11,0.93,262.93,274.93,0,799,20.625,0.99,761,781,490,510,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24176,39,3,4.149,49.875,1372,143.12,0.92,160.01,250.2,0,800,48.875,0.97,1092,1134,709,749,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24180,40,2,4.258,24.625,422,77.94,0.93,240.46,273.39,0,800,23.375,0.99,643,665,777,799,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24186,42,1,4.477,29.375,564,90.43,0.93,248.32,276.88,4,800,29.125,0.96,75,101,59,85,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24189,43,2,4.586,57.125,1749,163.02,0.91,134.43,235.78,1,800,57.125,0.98,142,189,666,712,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24190,44,1,4.695,12.375,156,48.46,0.91,422.26,261.08,46,800,12.125,0.95,919,933,233,246,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24194,45,1,4.804,22.375,365,84.01,0.81,326.79,289,25,800,25.875,0.89,29,50,120,140,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24201,46,6,4.913,36.625,815,109.91,0.92,217.11,273.28,0,800,36.625,0.96,1106,1138,165,196,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24203,46,8,4.913,42.625,1046,122.81,0.93,160.29,244.79,0,800,41.125,0.99,716,752,246,282,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24204,46,9,4.913,22.875,375,73.94,0.93,260.77,277.15,5,797,21.625,0.98,294,315,436,457,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24212,47,5,5.023,24.875,429,79.94,0.92,263.65,284.34,0,800,25.125,0.97,139,162,746,768,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24213,47,6,5.023,15.625,215,73.6,0.71,499.42,264.02,79,800,18.875,0.75,1249,1266,1002,1019,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24215,48,2,5.132,19.125,287,67.11,0.89,324.03,278.49,14,800,18.875,0.92,1140,1159,343,360,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24216,48,3,5.132,14.625,199,55.87,0.9,330.77,273.54,25,800,14.375,0.99,685,701,543,558,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24220,49,1,5.241,22.375,366,73.11,0.93,268.13,274.79,6,800,21.375,0.99,389,409,112,133,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24223,50,1,5.35,29.875,577,91.01,0.94,217.21,269.43,0,800,28.875,0.99,221,247,257,283,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24225,52,1,5.569,15.875,222,64.28,0.82,396.34,283.22,44,800,19.875,0.85,1062,1079,113,128,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24231,53,1,5.678,26.625,481,82.77,0.94,232.46,265.68,0,800,25.875,0.97,758,781,79,103,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24232,53,2,5.678,14.375,192,52.63,0.93,377.85,275.6,29,800,14.125,0.93,1063,1078,636,650,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24240,55,1,5.896,23.125,383,73.94,0.94,244.06,269.99,0,799,22.125,0.99,501,522,534,555,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24241,55,2,5.896,17.125,244,61.7,0.9,340.65,281.29,12,800,17.125,0.95,952,970,747,763,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24242,55,3,5.896,22.875,378,74.53,0.92,251.18,275.47,0,798,22.125,0.99,556,577,783,804,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24249,57,1,6.115,16.125,227,58.11,0.92,328.91,277.21,27,800,15.625,0.97,292,308,216,233,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24253,58,1,6.224,33.625,707,103.5,0.91,206.53,266.57,0,800,32.875,0.97,82,112,325,353,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24254,58,2,6.224,36.125,794,107.5,0.93,177.96,254.06,0,799,35.375,0.99,203,234,561,592,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24257,60,1,6.442,24.625,427,79.36,0.92,266.77,275.57,0,797,24.125,0.97,345,367,38,61,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24259,60,3,6.442,34.125,721,103.74,0.92,200.91,260.81,0,798,33.125,0.98,965,995,427,456,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24265,62,1,6.661,36.875,818,108.08,0.94,187.22,255.98,0,800,35.875,0.99,677,708,76,107,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24266,62,2,6.661,29.625,571,91.01,0.93,214.11,263.12,0,796,28.875,0.99,650,676,709,735,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24272,64,3,6.879,14.875,202,54.04,0.93,338.54,276.61,15,797,14.125,0.97,467,482,797,812,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24275,65,1,6.988,16.875,242,58.87,0.94,339.23,280.16,29,800,16.875,0.94,997,1014,318,334,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24277,65,3,6.988,35.125,758,109.4,0.89,206.01,267.17,0,800,34.375,0.98,1053,1084,433,463,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24278,65,4,6.988,13.125,171,50.63,0.92,388.56,276.75,41,800,12.875,0.98,894,908,452,466,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24279,65,5,6.988,51.625,1462,143.88,0.94,132.4,230.74,0,800,50.125,1,510,552,550,592,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24282,66,2,7.097,57.375,1755,157.54,0.94,121.32,218.23,0,798,55.625,1,647,693,296,342,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24283,66,3,7.097,16.875,240,58.87,0.93,328.81,280.49,21,800,16.125,0.97,145,162,302,318,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24285,66,5,7.097,11.875,151,53.87,0.81,453.11,265.64,32,796,14.625,0.81,891,903,952,967,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24286,67,1,7.207,31.625,638,107.15,0.84,238.11,279.04,0,800,33.625,0.94,1004,1032,109,137,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24287,67,2,7.207,30.875,607,138.54,0.63,301.75,304.24,0,801,36.625,0.81,1149,1181,167,193,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24289,67,4,7.207,15.375,209,54.63,0.94,342.53,267.66,2,799,14.625,0.99,684,699,331,346,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24293,67,8,7.207,26.375,474,83.36,0.93,228.36,269.62,0,800,25.625,0.97,357,381,602,625,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24294,67,9,7.207,29.375,559,90.84,0.92,203.58,259.62,0,800,28.375,0.99,393,419,637,663,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24296,67,11,7.207,17.125,244,60.7,0.91,325.6,282,5,800,16.375,0.97,542,559,875,892,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24300,69,2,7.425,38.875,897,113.74,0.93,170.04,252.82,0,797,38.125,1,192,225,455,488,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24302,70,2,7.534,35.375,762,104.91,0.93,191.26,258.53,0,799,34.375,0.98,568,598,77,108,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24303,70,3,7.534,22.625,370,73.36,0.93,252.21,276.06,0,798,21.375,0.98,522,543,554,575,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24305,71,2,7.643,37.875,856,110.33,0.94,178.29,253.6,0,800,36.875,0.99,425,457,121,153,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24307,71,4,7.643,26.875,489,88.08,0.89,244.59,274.37,0,800,26.375,0.96,980,1005,567,591,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24309,71,6,7.643,28.375,533,140.61,0.58,340,305.35,15,807,36.125,0.77,1186,1215,930,956,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24315,73,1,7.862,15.125,208,54.63,0.94,350.4,269.41,12,792,14.625,0.98,752,767,144,159,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24317,73,3,7.862,11.875,150,46.97,0.92,379.19,265.35,26,795,11.875,0.95,851,864,482,494,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24318,73,4,7.862,23.125,386,75.77,0.92,239.15,268.25,0,800,22.125,0.99,495,517,540,561,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24321,73,7,7.862,32.125,650,95.84,0.94,199.11,261.37,0,800,31.625,0.97,597,624,938,966,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24322,74,1,7.971,16.375,231,59.28,0.91,331.63,278.92,4,800,15.625,0.98,848,864,237,254,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24323,74,2,7.971,30.375,596,93.01,0.93,216.96,265.84,1,800,29.875,0.98,948,975,324,350,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24328,75,2,8.08,18.625,274,63.7,0.92,297.47,278.09,0,798,17.875,0.98,771,789,319,337,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24333,76,2,8.189,16.125,223,57.46,0.92,387.69,276.94,40,799,15.875,0.92,1087,1104,365,380,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24336,77,1,8.299,12.875,165,49.21,0.93,379.9,265.89,50,800,12.375,0.98,663,677,220,233,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24343,78,1,8.408,22.375,366,99.25,0.68,348.17,294.5,25,800,28.125,0.81,1233,1259,299,318,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24344,78,2,8.408,26.875,489,85.43,0.92,254.78,276.59,0,800,26.125,0.97,1036,1061,365,389,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24348,79,3,8.517,31.875,647,98.91,0.91,204.55,262.63,0,800,31.125,0.99,472,500,862,890,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24350,79,5,8.517,39.875,943,127.47,0.85,190.71,267.92,0,800,41.125,0.95,528,561,953,989,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24351,80,1,8.626,27.125,494,86.84,0.91,247.28,274.16,3,800,26.875,0.97,205,230,64,89,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24353,80,3,8.626,11.125,139,45.63,0.92,414,260.17,60,796,10.875,0.96,52,65,361,373,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24359,81,2,8.735,34.875,748,105.33,0.92,187.79,256.84,0,800,33.625,0.99,834,865,325,355,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24360,81,3,8.735,12.125,152,46.97,0.93,447.49,257.89,69,799,11.875,0.93,1075,1088,352,364,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24362,82,1,8.845,25.375,446,82.6,0.91,265.37,280.21,5,799,25.375,0.95,1032,1056,302,325,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24363,82,2,8.845,34.625,736,102.67,0.94,182.96,254.06,0,799,33.625,0.99,618,647,445,475,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24365,82,4,8.845,16.125,227,62.63,0.85,395.31,283.81,33,800,19.375,0.83,110,129,820,835,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24368,83,2,8.954,12.625,161,50.87,0.88,385.53,272.87,38,800,12.125,0.97,835,849,318,331,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24370,83,4,8.954,30.375,590,116.98,0.74,329.5,312.34,0,802,34.375,0.79,1065,1094,979,1007,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24375,84,5,9.063,29.625,572,93.43,0.91,201.7,256.09,0,799,28.875,0.99,444,470,327,354,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24377,84,7,9.063,11.625,145,45.8,0.93,365.46,266.43,45,799,11.125,0.99,576,589,645,657,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24378,84,8,9.063,50.875,1430,146.12,0.92,161.7,251.28,0,800,50.125,0.97,1125,1168,730,771,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24383,85,4,9.172,29.375,563,92.67,0.91,214.5,268.22,0,799,28.375,0.99,286,312,674,700,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24386,86,3,9.281,13.125,171,50.63,0.92,374.17,264.46,32,798,12.375,0.99,768,782,495,509,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24390,87,3,9.391,14.375,193,55.04,0.89,455.75,274.3,60,800,16.625,0.77,33,49,833,847,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24391,88,1,9.5,24.125,410,79.84,0.9,296.95,285.83,13,800,24.375,0.94,1045,1068,118,140,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24393,88,3,9.5,62.625,2055,170.61,0.94,114.2,218.45,0,800,60.875,1,249,299,525,575,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24394,88,4,9.5,21.125,332,72.6,0.89,292.7,280.05,7,800,21.125,0.94,1032,1052,637,657,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24396,89,2,9.609,17.125,243,59.46,0.93,310.23,272.23,17,794,16.375,0.98,667,683,506,523,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24397,89,3,9.609,31.125,617,94.67,0.93,205.03,263.95,0,799,30.125,0.98,893,921,724,751,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24403,91,2,9.827,45.375,1172,130.81,0.93,153.37,244.85,0,800,44.125,0.99,165,203,274,312,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24405,92,1,9.937,62.375,2036,169.44,0.94,113.42,215.21,0,800,60.875,0.99,851,901,419,469,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24414,94,4,10.155,16.875,242,60.7,0.91,302.45,276.77,0,799,15.875,0.99,627,644,554,571,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24415,94,5,10.155,76.875,2997,205.82,0.94,94.19,201.98,0,799,75.125,1,709,770,654,715,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24416,95,1,10.264,26.875,491,85.43,0.92,228.27,270.94,0,800,25.875,0.99,862,887,515,539,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24417,96,1,10.373,25.875,461,81.6,0.93,251.78,274.51,0,799,24.875,0.98,364,387,55,79,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24419,96,3,10.373,43.875,1099,151.61,0.78,252.94,304.33,0,806,46.625,0.86,29,68,941,978,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24426,98,3,10.592,36.875,823,108.08,0.94,164.9,244.28,0,799,35.875,0.99,478,509,452,483,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24431,100,2,10.81,26.625,479,84.01,0.92,220.95,264.78,0,800,25.375,1,749,773,535,559,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24433,101,1,10.919,23.875,404,75.94,0.94,253.41,272.99,0,800,22.875,0.98,528,549,166,188,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24434,101,2,10.919,29.125,554,89.01,0.94,216.09,263.79,0,800,28.375,0.98,737,762,205,231,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24435,101,3,10.919,18.125,266,62.28,0.93,327.52,283.54,19,797,17.375,0.97,148,166,344,361,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24439,101,7,10.919,10.125,123,42.97,0.91,496.85,238.72,105,795,10.625,0.9,1221,1233,959,970,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24450,104,3,11.247,29.375,560,94.08,0.89,259.88,281.73,0,797,30.125,0.94,1179,1206,362,388,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24452,104,5,11.247,23.375,391,79.6,0.88,293.99,289.14,0,800,24.875,0.91,86,109,715,736,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24460,106,1,11.465,15.375,212,57.7,0.89,355.78,273.84,35,799,15.625,0.94,90,106,204,220,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24466,107,2,11.574,23.875,407,76.77,0.93,245.4,270.98,1,796,23.125,1,513,535,225,247,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24468,107,4,11.574,33.875,712,101.91,0.93,199.6,263.85,0,800,33.375,0.99,979,1009,553,582,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24469,107,5,11.574,10.875,132,51.04,0.8,457.34,261.1,72,795,13.375,0.85,744,755,937,951,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24474,108,5,11.684,17.875,259,61.7,0.92,361.83,289.39,19,800,18.625,0.86,392,408,959,978,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24475,109,1,11.793,32.125,649,99.25,0.91,229.35,271.77,0,800,31.875,0.96,38,66,193,220,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24478,110,1,11.902,18.625,274,63.7,0.92,289.08,278.4,0,799,17.625,0.99,657,675,743,761,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24483,111,4,12.011,18.375,269,76.18,0.76,420.49,286.54,39,800,20.625,0.8,123,141,914,932,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24485,112,2,12.12,10.375,125,43.56,0.91,459.89,251.54,82,799,10.125,0.93,977,989,516,527,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24486,112,3,12.12,21.875,349,73.53,0.9,301.67,280.4,8,800,21.375,0.95,1166,1187,580,600,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
24496,115,1,12.448,10.625,128,44.8,0.9,461.65,254.1,73,800,10.625,0.92,52,64,313,325,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
